code,title,points_r2_2021,points_r2_2021_info,points_r2_2020,points_r2_2020_info,points_r2_2019,points_r2_2019_info
DT597,Creative and Cultural Industries,,,,,369.0,
GA181,Accounting,,,,,378.0,
GA182,Business,,,,,347.0,
GA183,Business Information Systems,,,,,373.0,
GA184,Marketing and Sales,,,,,348.0,
GA185,Finance and Economics,,,,,398.0,
GA186,Business with Entrepreneurship,,,,,328.0,
GA187,Rural Enterprise and Agri-Business,,,,,367.0,
GA281,Film and Documentary,301.0,,,,360.0,
GA282,Heritage Studies,,,,,308.0,
GA283,Contemporary Art (portfolio),,Test/Portfolio,,,340.0,
GA284,Design,,,,,377.0,
GA285,Education (Art  Design and Graphics),,,,,,
GA380,International Hotel Management,,,,,289.0,
GA381,International Tourism Management,,,,,290.0,
GA382,Culinary and Gastronomic Science,,,,,316.0,
GA384,Event Management with Public Relations,,,,,289.0,
GA385,Retail Management,,,,,319.0,
GA480,Construction Management,,,,,312.0,
GA482,Quantity Surveying and Construction Economics,,,,,340.0,
GA483,Architectural Technology,273.0,,,,321.0,
GA484,Civil Engineering,,,,,362.0,
GA580,Software and Electronic Engineering,,,,,351.0,
GA680,Mechanical Engineering,,,,,389.0,
GA681,Energy Engineering,,,,,328.0,
GA682,Biomedical Engineering,,,,,383.0,
GA683,Agricultural Engineering,,,,,365.0,
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energ,,,,,406.0,
GA685,Manufacturing Engineering Design,,,,,,
GA780,Applied Freshwater and Marine Biology,,,,,360.0,
GA781,Applied Biology and Biopharmaceutical Science,,,,,376.0,
GA782,Chemical and Pharmaceutical Science,,,,,346.0,
GA783,Physics and Instrumentation,,,,,378.0,
GA784,Science (Undenominated),,,,,377.0,
GA785,Medical Science,510.0,,,,486.0,
GA786,Forensic Science and Analysis,,,,,366.0,
GA787,Computing in Software Development,,,,,327.0,
GA788,Computing and Digital Media,,,,,327.0,
GA789,Agriculture and Environmental Management,,,,,339.0,
GA790,Sport and Exercise Science,366.0,,,,379.0,
GA791,Public Health Nutrition,,,,,397.0,
GA880,General Nursing,,Randomly Selected,422.0,,400.0,Randomly Selected
GA882,Psychiatric Nursing,,,,,370.0,
GA885,Outdoor Education,,,,,298.0,
GA887,History and Geography,,,,,296.0,
GA889,Applied Social Care,,,,,297.0,
GA890,Early Childhood Education and Care,227.0,,,,319.0,
GA891,Geography and Outdoor Education,,,,,,
GA892,Community Development and Youth Work (Level 8),,,,,,
GA980,Education (Design Graphics and Construction),,,,,389.0,
GA981,Furniture Design and Manufacture,,,,,350.0,
GA982,Furniture Making and Architectural Woodworking,,,,,352.0,
GA983,Furniture and Digital Manufacturing,,,,,,
GA984,Furniture Design  Making and Technology - Common E,467.0,,,,,
GC200,Business,242.0,,252.0,,359.0,
GC201,Accounting and Finance,226.0,,303.0,,388.0,
GC230,Computing Science,289.0,,325.0,,327.0,
GC250,Communications and Media Production,,,,,,
GC300,Business,264.0,,,,302.0,
GC301,Accounting and Finance,251.0,,253.0,,314.0,
GC302,Business - HRM,377.0,,,,269.0,
GC305,International Hospitality Management,,,253.0,,327.0,
GC307,Business (Marketing),270.0,,,,,
GC400,Business,228.0,,248.0,,297.0,
GC401,Accounting and Finance,242.0,,227.0,,309.0,
GC402,Business (HRM),,,236.0,,290.0,
GC403,Law,242.0,,228.0,,308.0,
GC405,International Hospitality Management (Dublin),,,,,272.0,
GC407,Business (Marketing),264.0,,280.0,,330.0,
GC430,Computing Science,251.0,,220.0,,269.0,
GC450,Communications and Media Production,225.0,,254.0,,307.0,
GC462,Design Communication (portfolio),,Test/Portfolio,,,,
GC489,Interior Architecture (portfolio),274.0,Test/Portfolio,,,361.0,Test/Portfolio
GC494,Fashion Design (portfolio),,Test/Portfolio,217.0,,,Test/Portfolio
GY101,Arts (Joint-Honours),326.0,,,,374.0,
GY104,BSc (Psychology),555.0,,520.0,,529.0,
GY105,Arts (History),,,,,358.0,
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,,,,397.0,
GY109,Arts (Mathematics and Education),,,,,487.0,
GY110,Arts (Children and Youth Studies - options),,,,,409.0,
GY111,Arts (English and Creative Writing),420.0,,,,472.0,
GY112,Arts with Film Studies,,,,,370.0,
GY113,Arts with Human Rights,,,,,409.0,
GY115,Arts with Performing Arts Studies,,,,,367.0,
GY118,Arts (Drama  Theatre and Performance Studies),430.0,,,,451.0,
GY119,Arts (Journalism),473.0,,,,475.0,
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,,,,346.0,
GY121,Arts (Children`s Studies),,,,,389.0,
GY122,Na Dána (Cumarsáid agus Gaeilge),,,,,399.0,
GY123,Applied Social Sciences,,,,,388.0,
GY124,Arts (Arts with Data Science),,,,,466.0,
GY125,Arts (Digital Arts and Technology),,,,,379.0,
GY126,Arts (English and Media Studies),,,,,451.0,
GY127,Arts (Film and Digital Media),421.0,,,,435.0,
GY128,Arts (Global Languages),,,,,440.0,
GY129,Arts (Global Experience),,,,,477.0,
GY130,Arts (Music),,,,,444.0,
GY131,Arts (History and Globalisation Studies),,,,,431.0,
GY132,Government (Politics  Economics and Law),451.0,,,,444.0,
GY133,Education (Computer Science and Mathematical Studi,,,,,466.0,
GY134,Geography and Geosystems,,,,,,
GY135,Arts (Global Media),,,,,,
GY136,Na Dána (Léann Teanga - options),,,,,,
GY201,Commerce,,,,,453.0,
GY202,Commerce (International) with French,,,,,513.0,
GY203,Commerce (International) with German,,,,,541.0,
GY204,Commerce (International) with Spanish,,,,,500.0,
GY206,Business Information Systems (Work Placement and O,,,,,445.0,
GY207,Commerce (Accounting) including optional Global Ex,,,,,510.0,
GY208,Commerce (Gaeilge),,,,,488.0,
GY209,Commerce (Global Experience),,,,,531.0,
GY250,Law and Business,,,,,467.0,
GY251,Law (BCL),,,,,498.0,
GY252,Law (BCL) and Human Rights,,,,,521.0,
GY253,Law and Taxation,,,,,,
GY254,Law (BCL)  Criminology and Criminal Justice,,,,,,
GY261,Business Studies in International Hotel Management,,Test/Portfolio,,,615.0,Test/Portfolio
GY262,Commerce in International Hotel Management (interv,,Test/Portfolio,,,726.0,Test/Portfolio
GY301,Science,488.0,,432.0,,456.0,
GY303,Biomedical Science,,,,,566.0,
GY304,Biotechnology,495.0,,,,507.0,
GY308,Environmental Science,430.0,,,,440.0,
GY309,Financial Mathematics and Economics,,,,,498.0,
GY310,Marine Science,,,,,456.0,
GY313,Environmental Health and Safety,,,,,435.0,
GY314,Earth and Ocean Sciences,,,,,425.0,
GY318,Biopharmaceutical Chemistry,,,,,532.0,
GY319,Mathematical Science,,,,,531.0,
GY320,Physics (Degree options: Applied Astrophysics Biom,,,,,487.0,
GY321,Genetics and Genomics,,,,,,
GY322,Agricultural Sciences,,,,,,
GY350,Computer Science and Information Technology,,,,,466.0,
GY401,Engineering (Undenominated),520.0,,,,499.0,
GY402,Civil Engineering,521.0,,,,543.0,
GY405,Mechanical Engineering,,,,,499.0,
GY406,Electronic and Computer Engineering,,,,,547.0,
GY408,Biomedical Engineering,,,,,543.0,
GY410,Project and Construction Management,,,,,464.0,
GY413,Energy Systems Engineering,,,,,589.0,
GY414,Electrical and Electronic Engineering,,,,,487.0,
GY501,Medicine (five year/six year course  HPAT required,737.0,Randomly Selected,,,731.0,Randomly Selected
GY502,Occupational Therapy,,,,,543.0,
GY503,Speech and Language Therapy,,,,,543.0,
GY504,Podiatric Medicine,526.0,,,,463.0,
GY515,General Nursing (Galway and Portiuncula),496.0,,473.0,,466.0,
GY516,Mental Health Nursing,441.0,,,,413.0,
GY517,Midwifery,509.0,,,,468.0,
ID001,Accounting and Finance,,,,,291.0,
ID002,Business Studies,,,,,366.0,
ID003,Business Studies with Chinese,,,,,,
LC110,Art and Design (Common Entry  portfolio),,Test/Portfolio,,,918.0,Test/Portfolio
LC114,Fashion and Textiles for Product and Costume (port,,Test/Portfolio,,,988.0,Test/Portfolio
LC115,Art and Design Teacher Education (LIT and UL  port,,Test/Portfolio,,,,
LC220,Digital Marketing,,,,,288.0,
LC223,Law and Taxation,,,,,372.0,
LC224,Accounting and Finance,,,,,382.0,
LC225,Marketing and Management,,,,,337.0,
LC226,Enterprise and Innovation,,,234.0,,298.0,
LC233,Software Development,,,,,371.0,
LC234,Immersive Digital Media and Spatial Computing,,,,,288.0,
LC236,Internet Systems Development,,,260.0,,319.0,
LC239,Computer Networks and Systems Management,,,,,347.0,
LC241,Construction Management,,,,,303.0,
LC242,Property Valuation and Management,,,,,328.0,
LC243,Quantity Surveying,,,,,360.0,
LC248,Built Environment (Common Entry),,,,,350.0,
LC252,Civil Engineering Management,,,,,331.0,
LC263,Medical Technology,,,,,359.0,
LC265,Forensic and Pharmaceutical Sciences,,,,,368.0,
LC266,Drug and Medicinal Product Analysis,,,,,299.0,
LC275,Electrical Engineering,347.0,,,,340.0,
LC288,Mechanical Engineering,369.0,,346.0,,360.0,
LC289,Precision Engineering,,,,,369.0,
LC292,Social Care Work,,,,,389.0,
LC293,Business Studies with Travel and Tourism Managemen,264.0,,,,326.0,
LC294,Business Studies with Event Management,,,,,300.0,
LC295,Business Studies with Sports Management,,,,,298.0,
LC297,Community and Addiction Studies,262.0,,,,269.0,
LC320,Business,,,,,378.0,
LC330,Business with Computing,308.0,,,,326.0,
LC340,Interior Design,368.0,,,,349.0,
LC362,Biotechnology and Biopharmaceutical Sciences,,,,,402.0,
LC371,Creative Broadcast and Film Production,310.0,,,,339.0,
LC372,Music Technology and Production,,,,,369.0,
LC374,Renewable and Electrical Energy Engineering,319.0,,,,368.0,
LC375,Industrial Automation and Robotic Systems,,,,,368.0,
LC376,Electronic Engineering with Computer Systems,,,,,346.0,
LC380,Automotive Engineering and Transport Management,,,298.0,,329.0,
LC392,Business Studies in Beauty and Spa Management,317.0,,,,318.0,
LC393,Early Childhood Education and Care,276.0,,,,309.0,
LC401,Early Childhood Education and Care,,,,,387.0,
LC402,Social Care Work,,,,,290.0,
LC408,Environmental Science and Climate,,,,,346.0,
LC411,Marketing and Management (Thurles),,,,,300.0,
LC414,Data Analytics and Cyber Security,,,,,,
LC416,Business,,,,,,
LC418,Computing - Games Design and Development,256.0,,,,318.0,
LC422,Applied Strength and Conditioning,,,,,333.0,
LC434,Environmental Science and Agriculture,,,,,347.0,
LC502,Game Art and Design (portfolio),,Test/Portfolio,,,950.0,Test/Portfolio
LC517,Creative Media and Design,,,,,273.0,
LC518,Digital Animation Production (portfolio),,Test/Portfolio,,,962.0,Test/Portfolio
LC612,Social Care Work,,,,,338.0,
LC613,Early Childhood Education and Care,,,,,388.0,
LM002,Arts,360.0,Randomly Selected,,,388.0,
LM019,Social Sciences,,,,,,
LM020,Law and Accounting,,,,,476.0,
LM026,Performing Arts (audition format TBC),,Test/Portfolio,,,367.0,Test/Portfolio
LM028,Criminal Justice,,,,,409.0,
LM029,Law Plus,,,,,499.0,
LM038,Psychology and Sociology,,,,,489.0,
LM039,Journalism and Digital Communication,,,,,430.0,
LM040,European Studies,,,,,462.0,
LM044,Applied Languages,,,,,473.0,
LM050,Business Studies (options),,,,,455.0,
LM056,International Business,,Randomly Selected,,,543.0,
LM058,Financial Mathematics,,,,,543.0,
LM063,Technology Management,,,,,409.0,
LM066,Environmental Science,,,,,,
LM068,Food Science and Health,,Randomly Selected,,,430.0,
LM076,Product Design and Technology (portfolio required),,Test/Portfolio,,,466.0,Test/Portfolio
LM077,Aeronautical Engineering,,,,,531.0,
LM082,Construction Management and Engineering,,Randomly Selected,,,404.0,
LM089,Sport and Exercise Sciences,,Randomly Selected,,,466.0,
LM090,Physical Education with concurrent Teacher Educati,544.0,,,,520.0,Randomly Selected
LM091,Languages with concurrent Teacher Education,,,,,,
LM092,Science with Teacher Ed (Biology with Physics/Chem,,,,,509.0,
LM093,Equine Science,,,,,381.0,
LM094,Materials and Architectural Technology with concur,,,,,433.0,
LM095,Materials and Engineering Technology with concurre,,,,,409.0,
LM096,Science with Teacher Ed (Physical Sciences with Ch,,,,,422.0,
LM097,Mathematics and Computer Science with concurrent T,,,,,,
LM099,Architecture,,,,,473.0,Test/Portfolio
LM100,Physiotherapy,,Randomly Selected,,,577.0,Randomly Selected
LM101,Medicine  - Graduate Entry (GAMSAT required),,Randomly Selected,,,57.0,Randomly Selected
LM102,Psychology,,,,,519.0,
LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,,Test/Portfolio,,,403.0,Test/Portfolio
LM105,Exercise and Health Fitness Management,,,,,,
LM115,Chemical and Biochemical Engineering,,,,,520.0,
LM116,Engineering (Biomedical/Civil/Design and Manufactu,,Randomly Selected,,,498.0,
LM118,Electronic and Computer Engineering,,,,,498.0,
LM121,Computer Science (Computer Systems/Games Dev/Cyber,,,,,420.0,
LM122,Creative Media and Interaction Design (Digital Des,,,,,430.0,
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,,Randomly Selected,,,455.0,
LM124,Mathematics (Math Science/Maths and Physics/Econom,,,,,521.0,
LM125,Physics (Applied Physics or Mathematics and Physic,,,,,509.0,
LM150,General Nursing,487.0,Randomly Selected,,,463.0,Randomly Selected
LM152,Mental Health Nursing,466.0,,,,418.0,
LM154,Intellectual Disability Nursing,443.0,,,,408.0,Randomly Selected
LM156,Midwifery,508.0,Randomly Selected,,,444.0,
LY108,Business - Accounting,,,,,399.0,
LY118,Business,,,,,352.0,
LY128,Marketing with Online Technologies,261.0,,,,,
LY208,Law,290.0,,,,359.0,
LY218,Business - with Spanish/Irish options,,,,,367.0,
LY228,Sports and Exercise - Common Entry,,,,,330.0,
LY408,Design - Common Entry,,Test/Portfolio,,,368.0,Test/Portfolio
LY508,Fire Safety Engineering,,,,,299.0,
LY518,Quantity Surveying,,,,,368.0,
LY528,Construction Management,,,,,291.0,
LY538,Architectural Technology,234.0,,,,,
LY608,Mechanical Engineering,,,,,333.0,
LY618,Electronic Engineering,,,,,339.0,
LY708,Applied Computing,,,,,348.0,
LY748,Computer Science,,,317.0,,,
LY818,Science - Common Entry,,,,,371.0,
LY828,Agriculture - Common Entry,300.0,,,,342.0,
LY908,General Nursing,,Randomly Selected,,,390.0,
LY918,Psychiatric Nursing,,Randomly Selected,,,332.0,Randomly Selected
LY928,Intellectual Disability Nursing,,,,,299.0,
LY968,Early Childhood Care  Health and Education,,,,,336.0,
LY978,Health and Social Care - Common Entry,,,,,299.0,
MH001,Education - Primary Teaching (Froebel),,,,,520.0,Randomly Selected
MH002,Education - Primary Teaching - Gaeltacht Applicant,,,,,,Randomly Selected
MH003,Early Childhood - Teaching and Learning (full-time,,,,,,
MH101,Arts,336.0,,,,369.0,
MH103,Music,,Test/Portfolio,,Test/Portfolio,367.0,Test/Portfolio
MH106,Psychology - 3 years,,,,,499.0,
MH107,Social Science,,,,,349.0,
MH109,Media Studies,,,,,377.0,
MH116,Community and Youth Work (Full-Time),,Test/Portfolio,,Test/Portfolio,271.0,Test/Portfolio
MH201,Science,400.0,,,,392.0,
MH202,Biotechnology,489.0,,,,446.0,
MH203,Biological and Geographical Sciences,,,,,,
MH204,Physics with Astrophysics,,,,,488.0,
MH206,Theoretical Physics and Mathematics,,,,,566.0,
MH207,Data Science,,,,,466.0,
MH208,Biological and Biomedical Sciences,,,,,476.0,
MH209,Psychology (through Science) - 4 years,,,,,485.0,
MH210,Pharmaceutical and Biomedical Chemistry,,,,,466.0,
MH212,Science|Maths and Computer Science|Mathematics (wi,443.0,,,,476.0,
MH304,Engineering (Computer/Electronic/Communications),351.0,,333.0,,423.0,
MH305,Product Design,,,,,411.0,
MH306,Robotics and Intelligent Devices,,,,,424.0,
MH401,Finance (options),,,,,392.0,
MH402,Quantitative Finance,,,,,487.0,
MH403,Accounting and Finance,,,,,432.0,
MH404,Business (options),,,,,429.0,
MH405,Equine Business,,,,,398.0,
MH407,Business and Accounting,,,,,420.0,
MH411,Entrepreneurship,,,,,388.0,
MH501,LLB Law - four year Single Major Law programme,,,,,476.0,
MH502,Law (options),,,,,442.0,
MH601,Computer Science through Arts (options),,,,,369.0,
MH602,Computer Science through Science (options),,,,,413.0,
MH603,Computational Thinking,,,,,543.0,
MH801,Early Childhood - Teaching and Learning (part-time,,All Qualified Applicants,,,358.0,
MH802,Community and Youth Work (part-time  in service),,,,Test/Portfolio,,Test/Portfolio
MH803,Local Studies/Community Studies (part-time  evenin,,,,Test/Portfolio,,Test/Portfolio
MI001,Contemporary and Applied Theatre Studies,,,,,381.0,
MI002,Arts,,,281.0,,378.0,
MI004,Education - Primary Teaching - International,,,,,,
MI005,Education - Primary Teaching,,,,,506.0,Randomly Selected
MI006,Education - Primary Teaching - Gaeltacht Applicant,,Test/Portfolio,,,473.0,Test/Portfolio
MI007,Early Childhood Care and Education,,,,,402.0,
MI008,Education and Psychology - Primary Teaching,,,,,555.0,
MI009,Education  Business Studies and Accounting,,,,,420.0,
MI010,Education  Business Studies and Religious Studies,,,,,355.0,
MI011,Education  Gaeilge and Religious Studies,,,,,387.0,
MI012,Education  Gaeilge and Business Studies,,,,,440.0,
MI013,Education  Mathematics and Gaeilge,,,,,465.0,
MI014,Education  Mathematics and Business Studies,,,,,,
MU001,Theology and Arts,294.0,,290.0,,318.0,
MU002,Theology,,,,,377.0,
NC003,Computing (Degree Award options),,,,,316.0,
NC005,Human Resource Management,,,,,320.0,
NC009,Business,,,,,339.0,
NC010,Psychology,,,,,399.0,
NC020,Marketing Practice,,,,,307.0,
NC022,Accounting and Finance,,,,,376.0,
NC023,Technology Management (with specialisations),,,,,303.0,
NC025,Data Science,,,,,371.0,
NC030,Early Childhood Education and Care,251.0,,,,,
NM801,Montessori Education,,,,,,
NM802,Psychology,,,,,,
PC405,Social  Political and Community Studies,235.0,,216.0,,296.0,
PC410,Arts and Humanities (fulfils Teaching Council requ,230.0,,209.0,,289.0,
PC411,English and History (fulfils Teaching Council requ,224.0,,209.0,,289.0,
RC001,Medicine - Undergraduate Entry (HPAT required),740.0,Test/Portfolio,,,733.0,Test/Portfolio
RC004,Physiotherapy,589.0,Randomly Selected,,,542.0,Randomly Selected
RC005,Pharmacy,613.0,Randomly Selected,,,566.0,
RC101,Medicine - Graduate Entry (GAMSAT required),,,,,62.0,Test/Portfolio
SG141,Business,,,,,317.0,
SG142,Business in International Marketing and Languages (French),,,,,388.0,
SG144,Business in International Marketing and Languages (Spanish),,,,,388.0,
SG145,Business and ICT,,,,,,
SG146,Accounting,,,,,347.0,
SG147,Sport with Business,,,,,316.0,
SG148,Tourism with Event Management,,,,,282.0,
SG149,Business in Finance and Investment,,,,,357.0,
SG150,Business in Marketing,,,,,,
SG241,Performing Arts,,,,,348.0,
SG242,Early Childhood Care and Education,,,,,318.0,
SG243,Social Care Practice,,,,,338.0,
SG244,Fine Art,,Test/Portfolio,,,496.0,Test/Portfolio
SG245,Creative Design,,,,,338.0,
SG246,Computing,,,,,368.0,
SG247,English and Psychology,,,,,336.0,
SG248,Sociology and Politics,,,,,320.0,
SG249,Writing and Literature,,,,,338.0,
SG250,Application Design and User Experience,,,,,431.0,
SG251,Computing (Smart Technologies),,,,,391.0,
SG252,Software Development,,,,,354.0,
SG253,Computing in Computer Networks and Cyber Security,,,,,341.0,
SG254,Writing and Literature Online,,,225.0,,,
SG255,Law and Business,,,,,,
SG341,General Engineering,,,,,,
SG342,Civil Engineering,,,,,,
SG343,Quantity Surveying,,,,,302.0,
SG344,Mechanical Engineering,,,,,,
SG346,Construction Project Management and Applied Techno,,,,,351.0,
SG347,Architecture,,,,,357.0,
SG348,Interior Architecture and Design,,,,,,
SG349,Electronics and Self Driving Technologies,,,,,,
SG350,Robotics and Automation,,,,,,
SG441,Environmental Science,,,,,358.0,
SG442,Occupational Safety and Health,,,,,330.0,
SG443,Human Nutrition,,,,,419.0,
SG444,Science Undenominated,,,,,369.0,
SG445,Pharmaceutical Science with Drug Development,,,,,369.0,
SG446,Applied Archaeology,,,,,290.0,
SG447,Health Science and Physical Activity,,,,,363.0,
SG448,Forensic Investigation and Analysis,,,,,348.0,
SG449,Medical Biotechnology,,,,,352.0,
SG450,Environmental Science with Ecology (Level 8),,,,,,
TA022,Creative Digital Media,,,,,318.0,
TA023,Advertising and Marketing Communications,,,,,299.0,
TA024,Early Childhood Care and Education,,,,,307.0,
TA025,Social Care Practice,,,,,297.0,
TA026,International Hospitality and Tourism Management,,,,,269.0,
TA027,Botanical Cuisine,,,,,273.0,
TA028,Digital Marketing Technologies,,,,,313.0,
TA121,Accounting and Finance,,,,,328.0,
TA122,Management,,,,,297.0,
TA123,Marketing Management,,,,,284.0,
TA125,International Business,,,,,300.0,
TA221,Electronic Engineering,,,,,321.0,
TA222,Mechanical Engineering,,,,,302.0,
TA223,Sustainable Energy Engineering,,,,,305.0,
TA224,Biomedical Design,,,,,324.0,
TA225,Automation Engineering,,,,,288.0,
TA226,Engineering Software,,,,,304.0,
TA321,Pharmaceutical Science,,,,,298.0,
TA322,Computing,,,,,294.0,
TA323,Computing with IT Management,,,,,309.0,
TA326,DNA and Forensic Analysis,,,,,362.0,
TA327,Sports Science and Health,,,,,381.0,
TA328,Computing with Language (French/German/Spanish),,,,,317.0,
TA329,Computing with Data Analytics,,,,,296.0,
TL801,Animation  Visual Effects and Motion Design (Level,,Test/Portfolio,,,341.0,
TL802,TV  Radio and New Media (Level 8),,,,,356.0,
TL803,Music Technology,,,,,288.0,
TL810,Computing with Software Development,,,,,341.0,
TL811,Computing with Games Development,,,,,334.0,
TL812,Computing with Digital Media,,,,,369.0,
TL815,Computing (Degree Award options),,,,,378.0,
TL823,Event Management (3 year programme),,,,,346.0,
TL831,Business Studies (Major Specialism in: Acctng or M,,,,,372.0,
TL842,Construction Management,,,,,,
TL844,Agricultural Engineering,,,,,368.0,
TL845,Civil Engineering,,,,,364.0,
TL847,Manufacturing Engineering,,,,,,
TL848,Agricultural Science,,,,,362.0,
TL851,Wildlife Biology (Degree Award options),,,,,362.0,
TL855,Pharmaceutical Science (Degree Award options),,,,,386.0,
TL858,Veterinary Bioscience,,,,,369.0,
TL871,Health and Leisure (Degree Award options),,,,,346.0,
TL872,Health and Leisure with Massage,,,,,357.0,
TL873,Coaching and Sports Performance,,,,,336.0,
TL874,Inclusive Sport and Physical Activity,,,,,,
TL880,Early Childhood Care and Education,,,,,347.0,
TL881,Social Care,,,,,356.0,
TL889,Counselling with Addiction - Mature applicants onl,,,,,,Test/Portfolio
TL890,General Nursing and Mature Applicants,,,414.0,,431.0,
TL891,Mental Health Nursing and Mature Applicants,419.0,,378.0,,379.0,Randomly Selected
TR002,Music,477.0,,429.0,,473.0,Test/Portfolio
TR003,History,543.0,,493.0,,518.0,
TR004,Law,589.0,Randomly Selected,565.0,,552.0,
TR005,Philosophy,497.0,,,,446.0,
TR006,Psychology,590.0,Randomly Selected,555.0,,577.0,Randomly Selected
TR007,Clinical Speech and Language Studies,,Randomly Selected,,,529.0,
TR009,Music Education,486.0,Test/Portfolio,,,465.0,Test/Portfolio
TR012,History and Political Science,,,554.0,,557.0,Randomly Selected
TR015,Philosophy  Political Science  Economics and Socio,613.0,Randomly Selected,,,577.0,
TR016,Deaf Studies,,,,,372.0,
TR017,Law and Business,,,,,589.0,
TR018,Law and French,602.0,Randomly Selected,,,554.0,Randomly Selected
TR019,Law and German,567.0,,542.0,,555.0,
TR020,Law and Political Science,,,,,600.0,
TR021,Classics  Ancient History and Archaeology,462.0,,,,495.0,
TR022,Early and Modern Irish,,,,,407.0,
TR023,English Studies,541.0,,476.0,,511.0,
TR024,European Studies,,,542.0,,544.0,
TR025,Drama and Theatre Studies,519.0,Test/Portfolio,530.0,,531.0,Test/Portfolio
TR028,Ancient and Medieval History and Culture,463.0,,,,451.0,
TR029,Political Science and Geography,,,520.0,,500.0,
TR031,Mathematics,578.0,,,,589.0,
TR032,Engineering,555.0,,509.0,,520.0,Randomly Selected
TR033,Computer Science,549.0,Randomly Selected,,,488.0,Randomly Selected
TR034,Management Science and Information Systems Studies,625.0,Randomly Selected,,,602.0,Randomly Selected
TR035,Theoretical Physics,589.0,,,,601.0,
TR038,Engineering with Management,589.0,Randomly Selected,,,543.0,
TR039,Computer Science  Linguistics and a Language,,,424.0,,498.0,
TR040,Middle Eastern and European Languages and Cultures,499.0,,,,518.0,
TR041,Religion,,,,,393.0,
TR042,Film,522.0,,476.0,,,
TR043,History of Art and Architecture,486.0,,354.0,,,
TR051,Medicine (HPAT required),743.0,Randomly Selected,734.0,,739.0,Test/Portfolio
TR052,Dental Science,625.0,Randomly Selected,613.0,,602.0,Randomly Selected
TR053,Physiotherapy,,Randomly Selected,566.0,,544.0,Randomly Selected
TR054,Occupational Therapy,577.0,Randomly Selected,,,520.0,
TR055,Radiation Therapy,566.0,,,,521.0,
TR056,Human Health and Disease,,Randomly Selected,,,565.0,
TR060,Biological and Biomedical Sciences,577.0,Randomly Selected,543.0,,542.0,Randomly Selected
TR061,Chemical Sciences,554.0,,510.0,,520.0,Randomly Selected
TR062,Geography and Geoscience,,,,,485.0,
TR063,Physical Sciences,543.0,,498.0,,543.0,Randomly Selected
TR064,Environmental Science and Engineering,,,,,,
TR072,Pharmacy,613.0,Randomly Selected,,,577.0,Randomly Selected
TR080,Global Business,,Randomly Selected,,,577.0,
TR081,Business  Economic and Social Studies (BESS),567.0,,543.0,,542.0,Randomly Selected
TR082,Computer Science and Business,,,,,542.0,
TR083,Sociology and Social Policy,,,487.0,,474.0,
TR084,Social Studies (Social Work),487.0,,,,462.0,Randomly Selected
TR085,Business Studies and French,,,531.0,,553.0,
TR086,Business Studies and German,,,499.0,,495.0,
TR087,Business Studies and Russian,,,465.0,,487.0,
TR089,Business Studies and Polish,,,424.0,,434.0,
TR090,Business Studies and Spanish,,,,,543.0,
TR091,General Nursing (Meath and St James`s),456.0,,,,420.0,Randomly Selected
TR093,General Nursing (Adelaide School of Nursing),,Test/Portfolio,429.0,,409.0,Randomly Selected
TR095,Mental Health Nursing,,,,,377.0,
TR097,Intellectual Disability Nursing,410.0,,,,350.0,
TR111,Ancient History and Archaeology/Geography,,,,,,
TR112,Ancient History and Archaeology/History,,,,,,
TR113,Ancient History and Archaeology/History of Art and Architecture,,,,,,
TR114,Ancient History and Archaeology/Modern Language,,,,,,
TR117,Ancient History and Archaeology/Religion,,,,,,
TR166,Classical Civilisation/English Literature,,,496.0,,,
TR173,Classical Civilisation/History of Art and Architecture,,,,,,
TR177,Classical Civilisation/Modern Language,,,,,,
TR179,Classical Civilisation/Philosophy,,,,,,
TR198,Economics/Geography,,,,,,
TR202,Economics/History,,,,,,
TR207,Economics/Mathematics,,,,,,
TR208,Economics/Modern Language,,,,,,
TR209,Economics/Philosophy,,,,,,
TR212,Economics/Sociology,,,,,,
TR228,Classical Languages/English Literature,,,,,,
TR231,Classical Languages/History of Art and Architecture,,,,,,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,,,,
TR239,Classical Languages/Modern Language,,,,,,
TR262,English Literature/History,,,,,,
TR263,English Literature/History of Art and Architecture,,,497.0,,,
TR269,English Literature/Philosophy,,,,,,
TR272,English Literature/Sociology,,,,,,
TR276,English Literature/Drama Studies,,,,Test/Portfolio,,
TR277,English Literature/Modern Language,,,495.0,,,
TR311,Film/Drama Studies,,,,Test/Portfolio,,
TR312,Film/English Literature,,,,,,
TR320,Film/Music,,,,,,
TR322,Geography/History,,,,,,
TR323,Drama Studies/Modern Language,,,,Test/Portfolio,,
TR324,Film/Modern Language,,,,,,
TR325,Film/History,,,,,,
TR326,Geography/Modern Language,,,,,,
TR332,Geography/Sociology,,,496.0,,,
TR443,History/History of Art and Architecture,,,,,,
TR447,History/Modern Language,,,,,,
TR449,History/Philosophy,,,,,,
TR452,History/Sociology,,,,,,
TR454,History/Religion,,,,,,
TR455,History of Art and Architecture/Modern Language,,,,,,
